"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
231,"AMX","America Movil, S.A.B. de C.V.","Communication Services","Telecom Services","Mexico",66339.31,19.63,20.93,0.87%,1202520
232,"AMYT","Amryt Pharma plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",616.36,,8.30,0.36%,39439
233,"AMZA","InfraCap MLP ETF","Financial","Exchange Traded Fund","USA",,,30.45,2.04%,77378
234,"AMZN","Amazon.com, Inc.","Consumer Cyclical","Internet Retail","USA",1635179.24,50.92,3295.47,0.69%,2450840
235,"AN","AutoNation, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",6905.25,6.00,112.08,-1.16%,421705
236,"ANAB","AnaptysBio, Inc.","Healthcare","Biotechnology","USA",679.51,,25.27,-2.85%,151913
237,"ANAT","American National Group, Inc.","Financial","Insurance - Diversified","USA",5096.79,7.27,188.98,0.04%,132812
238,"ANDE","The Andersons, Inc.","Consumer Defensive","Food Distribution","USA",1879.90,18.78,55.21,6.62%,584054
239,"ANET","Arista Networks, Inc.","Technology","Computer Hardware","USA",40891.66,52.56,138.40,-0.91%,1612934
240,"ANF","Abercrombie & Fitch Co.","Consumer Cyclical","Apparel Retail","USA",1799.89,7.57,31.93,2.47%,1584201
241,"ANGH","Anghami Inc.","Communication Services","Entertainment","United Arab Emirates",254.70,48.68,10.32,-2.92%,75334
242,"ANGI","Angi Inc.","Communication Services","Internet Content & Information","USA",2804.26,,5.73,-4.66%,1124593
243,"ANGL","VanEck Vectors Fallen Angel High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,29.97,-0.66%,1674591
244,"ANGO","AngioDynamics, Inc.","Healthcare","Medical Instruments & Supplies","USA",861.98,,21.85,-0.55%,97912
245,"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology","USA",363.71,92.32,25.85,-2.86%,42671
246,"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",502.34,,27.97,0.07%,81887
247,"ANSS","ANSYS, Inc.","Technology","Software - Application","USA",26191.39,59.89,308.97,-0.64%,484402
248,"ANTM","Anthem, Inc.","Healthcare","Healthcare Plans","USA",116036.24,19.45,480.76,1.48%,857288
249,"ANVS","Annovis Bio, Inc.","Healthcare","Biotechnology","USA",112.56,,14.00,-3.78%,21582
250,"AOA","iShares Core Aggressive Allocation ETF","Financial","Exchange Traded Fund","USA",,,68.92,0.12%,43993
251,"AOD","Aberdeen Total Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign","USA",988.94,2.82,9.38,-0.32%,395035
252,"AOGO","Arogo Capital Acquisition Corp.","Financial","Shell Companies","USA",107.74,,9.94,0.30%,20250
253,"AOK","iShares Core Conservative Allocation ETF","Financial","Exchange Traded Fund","USA",,,37.42,-0.45%,163652
254,"AOM","iShares Core Moderate Allocation ETF","Financial","Exchange Traded Fund","USA",,,42.78,-0.28%,119116
255,"AOMR","Angel Oak Mortgage, Inc.","Real Estate","REIT - Mortgage","USA",410.42,15.70,16.12,1.38%,50347
256,"AON","Aon plc","Financial","Insurance Brokers","Ireland",68560.16,57.96,322.94,1.76%,887640
257,"AOR","iShares Core Growth Allocation ETF","Financial","Exchange Traded Fund","USA",,,53.83,-0.17%,120554
258,"AORT","Artivion, Inc.","Healthcare","Medical Devices","USA",814.48,,20.49,1.19%,217022
259,"AOS","A. O. Smith Corporation","Industrials","Specialty Industrial Machinery","USA",10508.26,22.16,66.97,1.12%,940374
260,"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductors","USA",1698.07,4.16,65.16,-0.85%,596866
261,"AOUT","American Outdoor Brands, Inc.","Consumer Cyclical","Leisure","USA",182.19,15.03,13.75,0.88%,128507
262,"APA","APA Corporation","Energy","Oil & Gas E&P","USA",14519.30,15.90,41.53,1.84%,5886357
263,"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management","USA",3026.40,7.57,38.45,0.13%,422673
264,"APD","Air Products and Chemicals, Inc.","Basic Materials","Chemicals","USA",53930.07,25.91,246.56,1.71%,1782010
265,"APEI","American Public Education, Inc.","Consumer Defensive","Education & Training Services","USA",438.52,23.33,23.45,1.96%,89266
266,"APEN","Apollo Endosurgery, Inc.","Healthcare","Medical Devices","USA",248.83,,6.49,5.02%,121243
267,"APG","APi Group Corporation","Industrials","Engineering & Construction","USA",4770.76,,21.36,0.61%,601195
268,"APGB","Apollo Strategic Growth Capital II","Financial","Shell Companies","USA",841.78,49.10,9.77,0.00%,23756
269,"APH","Amphenol Corporation","Technology","Electronic Components","USA",44837.50,30.16,75.67,0.33%,2667897
270,"API","Agora, Inc.","Technology","Software - Application","China",1061.78,,10.37,-8.80%,429579
271,"APLE","Apple Hospitality REIT, Inc.","Real Estate","REIT - Hotel & Motel","USA",4086.62,225.75,18.06,2.09%,1672598
272,"APLS","Apellis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",4263.71,,49.28,-0.54%,1898676
273,"APO","Apollo Global Management, Inc.","Financial","Asset Management","USA",36900.62,8.23,62.50,-2.18%,2846347
274,"APOG","Apogee Enterprises, Inc.","Industrials","Building Products & Equipment","USA",1210.20,,48.72,1.14%,190946
275,"APP","AppLovin Corporation","Technology","Software - Application","USA",19368.79,643.86,53.44,-3.19%,948483
276,"APPF","AppFolio, Inc.","Technology","Software - Application","USA",3872.47,3981.07,111.47,-1.23%,93928
277,"APPH","AppHarvest, Inc.","Consumer Defensive","Farm Products","USA",691.53,,5.98,-5.38%,1957436
278,"APPN","Appian Corporation","Technology","Software - Infrastructure","USA",4166.74,,60.37,-4.84%,386298
279,"APPS","Digital Turbine, Inc.","Technology","Software - Application","USA",3865.85,91.79,42.13,-3.53%,1654718
280,"APR","Apria, Inc.","Healthcare","Medical Instruments & Supplies","USA",1336.52,21.92,37.49,0.03%,442742
281,"APSG","Apollo Strategic Growth Capital","Financial","Shell Companies","USA",1011.84,162.62,9.92,0.00%,48384
282,"APTS","Preferred Apartment Communities, Inc.","Real Estate","REIT - Residential","USA",1396.64,,24.90,0.24%,1998556
283,"APTV","Aptiv PLC","Consumer Cyclical","Auto Parts","Ireland",31223.64,60.82,118.24,-0.45%,1415161
284,"APVO","Aptevo Therapeutics Inc.","Healthcare","Biotechnology","USA",29.26,,6.07,-12.79%,690955
285,"APYX","Apyx Medical Corporation","Healthcare","Medical Devices","USA",227.72,,6.21,-1.90%,240917
286,"AQN","Algonquin Power & Utilities Corp.","Utilities","Utilities - Renewable","Canada",12945.71,30.90,15.45,1.18%,1721763
287,"AQNU","Algonquin Power & Utilities Corp.","Utilities","Utilities - Renewable","Canada",,51.23,48.67,0.99%,31882
288,"AQUA","Evoqua Water Technologies Corp.","Industrials","Pollution & Treatment Controls","USA",5560.31,112.91,45.73,0.73%,739373
289,"AR","Antero Resources Corporation","Energy","Oil & Gas E&P","USA",9865.90,,31.24,7.65%,9752533
290,"ARBE","Arbe Robotics Ltd.","Technology","Software - Infrastructure","Israel",405.09,,6.52,1.40%,16726
291,"ARBK","Argo Blockchain plc","Financial","Capital Markets","United Kingdom",464.34,14.81,9.92,0.71%,88582
292,"ARCB","ArcBest Corporation","Industrials","Trucking","USA",2081.28,10.78,86.11,-2.74%,280569
293,"ARCC","Ares Capital Corporation","Financial","Asset Management","USA",9597.51,5.81,20.83,1.17%,4063775
294,"ARCE","Arco Platform Limited","Consumer Defensive","Education & Training Services","Brazil",1121.74,,20.27,-0.25%,62477
295,"ARCH","Arch Resources, Inc.","Energy","Thermal Coal","USA",2183.19,7.95,144.01,-0.08%,968234
296,"ARCK","Arbor Rapha Capital Bioholdings Corp. I","Financial","Shell Companies","USA",172.85,,10.02,0.20%,1
297,"ARCO","Arcos Dorados Holdings Inc.","Consumer Cyclical","Restaurants","Uruguay",1626.66,37.41,8.23,5.11%,1131619
298,"ARCT","Arcturus Therapeutics Holdings Inc.","Healthcare","Biotechnology","USA",668.90,,27.18,-3.21%,315731
299,"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","Financial","Asset Management","USA",315.31,,13.76,-0.65%,147141
300,"ARE","Alexandria Real Estate Equities, Inc.","Real Estate","REIT - Office","USA",32878.95,51.81,195.00,1.63%,717593
301,"AREN","The Arena Group Holdings, Inc.","Communication Services","Internet Content & Information","USA",177.61,,9.70,1.57%,15097
302,"ARES","Ares Management Corporation","Financial","Asset Management","USA",22174.46,39.72,79.09,-0.06%,678518
303,"ARGO","Argo Group International Holdings, Ltd.","Financial","Insurance - Property & Casualty","Bermuda",1466.20,,40.66,0.87%,293317
304,"ARGX","argenx SE","Healthcare","Biotechnology","Netherlands",14812.21,,301.00,-4.27%,306236
305,"ARHS","Arhaus, Inc.","Consumer Cyclical","Home Improvement Retail","USA",986.47,6.33,7.27,-4.47%,149468
306,"ARI","Apollo Commercial Real Estate Finance, Inc.","Real Estate","REIT - Mortgage","USA",1989.43,9.86,14.33,1.92%,1611905
307,"ARIS","Aris Water Solutions, Inc.","Utilities","Utilities - Regulated Water","USA",978.19,,18.65,0.54%,292460
308,"ARKF","ARK Fintech Innovation ETF","Financial","Exchange Traded Fund","USA",,,28.73,-3.78%,1277544
309,"ARKG","ARK Genomic Revolution ETF","Financial","Exchange Traded Fund","USA",,,44.77,-2.46%,2157241
310,"ARKK","ARK Innovation ETF","Financial","Exchange Traded Fund","USA",,,64.51,-2.85%,22177042
311,"ARKO","Arko Corp.","Consumer Defensive","Grocery Stores","USA",1132.77,23.05,9.15,1.10%,330654
312,"ARKQ","ARK Autonomous Technology & Robotics ETF","Financial","Exchange Traded Fund","USA",,,68.76,-0.41%,191724
313,"ARKW","ARK Next Generation Internet ETF","Financial","Exchange Traded Fund","USA",,,85.24,-2.95%,723391
314,"ARKX","ARK Space Exploration & Innovation ETF","Financial","Exchange Traded Fund","USA",,,18.23,0.28%,88947
315,"ARLO","Arlo Technologies, Inc.","Industrials","Security & Protection Services","USA",743.49,,8.75,-1.35%,1005300
316,"ARLP","Alliance Resource Partners, L.P.","Energy","Thermal Coal","USA",1971.56,11.46,15.62,0.84%,585111
317,"ARMK","Aramark","Consumer Cyclical","Restaurants","USA",9413.90,224.34,37.24,-0.19%,1320692
318,"ARNC","Arconic Corporation","Industrials","Metal Fabrication","USA",2667.58,,24.94,-2.04%,1370314
319,"AROC","Archrock, Inc.","Energy","Oil & Gas Equipment & Services","USA",1530.83,53.20,9.47,4.18%,2099329
320,"ARQQ","Arqit Quantum Inc.","Technology","Software - Infrastructure","United Kingdom",1915.43,,17.02,-0.53%,147542
321,"ARQT","Arcutis Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",876.35,,17.19,-2.83%,123804
322,"ARR","ARMOUR Residential REIT, Inc.","Real Estate","REIT - Mortgage","USA",806.41,45.82,8.43,1.20%,2292137
323,"ARRY","Array Technologies, Inc.","Technology","Solar","USA",1681.61,,13.06,-4.32%,3970896
324,"ARTA","Artisan Acquisition Corp.","Financial","Shell Companies","Cayman Islands",434.59,,9.90,0.15%,41116
325,"ARTE","Artemis Strategic Investment Corporation","Financial","Shell Companies","USA",249.49,,9.92,0.51%,1214
326,"ARTW","Art's-Way Manufacturing Co., Inc.","Industrials","Farm & Heavy Construction Machinery","USA",28.13,130.65,6.01,-17.78%,401765
327,"ARVN","Arvinas, Inc.","Healthcare","Biotechnology","USA",3272.50,,64.61,-2.83%,191230
328,"ARW","Arrow Electronics, Inc.","Technology","Electronics & Computer Distribution","USA",8502.84,8.33,126.70,0.58%,357363
329,"ARWR","Arrowhead Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",4583.91,,44.11,-6.37%,1246160
330,"ARYD","ARYA Sciences Acquisition Corp IV","Financial","Shell Companies","USA",187.18,,9.79,0.20%,13680
331,"ASA","ASA Gold and Precious Metals Limited","Financial","Asset Management","USA",443.47,,22.99,0.13%,41279
332,"ASAI","Sendas Distribuidora S.A.","Consumer Defensive","Grocery Stores","Brazil",4343.00,32.27,16.78,5.80%,315560
333,"ASAN","Asana, Inc.","Technology","Software - Application","USA",6277.38,,37.90,-11.24%,8037888
334,"ASB","Associated Banc-Corp","Financial","Banks - Regional","USA",3592.86,11.00,23.97,2.61%,957838
335,"ASG","Liberty All-Star Growth Fund, Inc.","Financial","Closed-End Fund - Equity","USA",398.99,3.32,7.44,-0.13%,265005
336,"ASGN","ASGN Incorporated","Industrials","Staffing & Employment Services","USA",5839.79,26.76,116.03,0.30%,148016
337,"ASH","Ashland Global Holdings Inc.","Basic Materials","Chemicals","USA",5565.25,41.91,98.50,3.14%,386851
338,"ASHR","Xtrackers Harvest CSI 300 China A-Shares ETF","Financial","Exchange Traded Fund","USA",,,32.84,-1.82%,2478965
339,"ASIX","AdvanSix Inc.","Basic Materials","Chemicals","USA",1625.04,11.32,54.55,1.60%,197795
340,"ASLE","AerSale Corporation","Industrials","Airports & Air Services","USA",818.41,20.70,16.29,-0.49%,58671
341,"ASML","ASML Holding N.V.","Technology","Semiconductor Equipment & Materials","Netherlands",265087.25,43.17,687.36,-0.46%,774966
342,"ASND","Ascendis Pharma A/S","Healthcare","Biotechnology","Denmark",6571.71,,114.39,-2.00%,2427139
343,"ASO","Academy Sports and Outdoors, Inc.","Consumer Cyclical","Specialty Retail","USA",3066.69,5.60,36.53,-2.12%,2454004
344,"ASPN","Aspen Aerogels, Inc.","Industrials","Building Products & Equipment","USA",1199.13,,36.14,-1.71%,369504
345,"ASTE","Astec Industries, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",984.52,56.31,43.64,0.58%,95128
346,"ASTL","Algoma Steel Group Inc.","Basic Materials","Steel","Canada",1376.24,3.13,11.93,-1.08%,1191373
347,"ASTS","AST SpaceMobile, Inc.","Communication Services","Telecom Services","USA",1764.68,,10.35,-1.24%,592028
348,"ASX","ASE Technology Holding Co., Ltd.","Technology","Semiconductors","Taiwan",15486.50,7.14,7.43,-1.20%,5170327
349,"ASYS","Amtech Systems, Inc.","Technology","Semiconductor Equipment & Materials","USA",147.20,87.80,10.80,-1.46%,20234
350,"ASZ","Austerlitz Acquisition Corporation II","Financial","Shell Companies","USA",1927.05,67.92,9.78,-0.10%,5511
351,"ATAI","Atai Life Sciences N.V.","Healthcare","Biotechnology","Germany",795.38,,5.07,-1.36%,696259
352,"ATAX","America First Multifamily Investors, L.P.","Financial","Mortgage Finance","USA",407.58,11.72,6.13,-0.49%,72783
353,"ATC","Atotech Limited","Technology","Electronic Components","United Kingdom",4200.75,,22.41,1.08%,2017098
354,"ATCO","Atlas Corp.","Financial","Asset Management","United Kingdom",3796.35,12.04,15.20,0.53%,801481
355,"ATCX","Atlas Technical Consultants, Inc.","Industrials","Engineering & Construction","USA",479.41,,12.74,-1.62%,100698
356,"ATEC","Alphatec Holdings, Inc.","Healthcare","Medical Devices","USA",1028.25,,10.53,-2.14%,256799
357,"ATEN","A10 Networks, Inc.","Technology","Software - Infrastructure","USA",1037.51,11.74,13.93,-1.42%,476414
358,"ATEX","Anterix Inc.","Communication Services","Telecom Services","USA",1062.65,,57.69,-0.28%,53150
359,"ATGE","Adtalem Global Education Inc.","Consumer Defensive","Education & Training Services","USA",1466.40,477.46,30.08,0.77%,329675
360,"ATHA","Athira Pharma, Inc.","Healthcare","Biotechnology","USA",439.02,,12.74,7.33%,458206
361,"ATHM","Autohome Inc.","Communication Services","Internet Content & Information","China",3762.63,10.92,29.77,-2.62%,1168300
362,"ATI","Allegheny Technologies Incorporated","Industrials","Metal Fabrication","USA",3525.59,,27.91,0.00%,1159471
363,"ATKR","Atkore Inc.","Industrials","Specialty Industrial Machinery","USA",4506.27,7.01,103.64,-2.46%,471326
364,"ATLC","Atlanticus Holdings Corporation","Financial","Credit Services","USA",735.71,7.03,53.12,-3.59%,36394
365,"ATNM","Actinium Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",115.39,,5.09,0.79%,45840
366,"ATO","Atmos Energy Corporation","Utilities","Utilities - Regulated Gas","USA",16298.87,22.59,118.52,2.46%,905010
367,"ATOM","Atomera Incorporated","Technology","Semiconductor Equipment & Materials","USA",298.73,,13.36,-5.85%,200643
368,"ATR","AptarGroup, Inc.","Consumer Cyclical","Packaging & Containers","USA",7730.81,32.51,117.24,1.20%,148002
369,"ATRA","Atara Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",853.71,,9.40,-2.29%,771903
370,"ATRC","AtriCure, Inc.","Healthcare","Medical Instruments & Supplies","USA",2844.03,58.81,62.52,-1.12%,164587
371,"ATRO","Astronics Corporation","Industrials","Aerospace & Defense","USA",425.94,,13.74,-0.22%,243515
372,"ATSG","Air Transport Services Group, Inc.","Industrials","Integrated Freight & Logistics","USA",2521.76,11.15,33.84,-0.91%,753056
373,"ATUS","Altice USA, Inc.","Communication Services","Telecom Services","USA",3188.74,5.59,11.86,0.59%,2558761
374,"ATVI","Activision Blizzard, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",62129.39,23.11,79.60,-0.03%,5383928
375,"AU","AngloGold Ashanti Limited","Basic Materials","Gold","South Africa",10621.89,16.27,24.15,-0.98%,3134919
376,"AUB","Atlantic Union Bankshares Corporation","Financial","Banks - Regional","USA",2950.98,11.87,38.58,1.96%,345065
377,"AUDC","AudioCodes Ltd.","Technology","Communication Equipment","Israel",847.69,26.33,26.22,-1.61%,39992
378,"AUPH","Aurinia Pharmaceuticals Inc.","Healthcare","Biotechnology","Canada",1714.86,,12.45,-2.73%,1508462
379,"AUR","Aurora Innovation, Inc.","Technology","Information Technology Services","USA",5274.47,,5.12,-4.66%,1628303
380,"AUS","Austerlitz Acquisition Corporation I","Financial","Shell Companies","USA",963.13,67.38,9.77,0.10%,13478
381,"AUY","Yamana Gold Inc.","Basic Materials","Gold","Canada",5524.62,37.06,5.67,0.35%,11243538
382,"AVA","Avista Corporation","Utilities","Utilities - Diversified","USA",3252.07,21.35,44.85,2.89%,251750
383,"AVAH","Aveanna Healthcare Holdings Inc.","Healthcare","Medical Care Facilities","USA",983.39,,5.24,-3.85%,191536
384,"AVAL","Grupo Aval Acciones y Valores S.A.","Financial","Banks - Regional","Colombia",5882.18,6.95,5.28,0.76%,29017
385,"AVAN","Avanti Acquisition Corp.","Financial","Shell Companies","Cayman Islands",738.77,39.80,9.87,-0.05%,652229
386,"AVAV","AeroVironment, Inc.","Industrials","Aerospace & Defense","USA",2482.01,,99.32,-0.15%,305631
387,"AVB","AvalonBay Communities, Inc.","Real Estate","REIT - Residential","USA",34635.85,34.48,247.24,1.66%,550003
388,"AVD","American Vanguard Corporation","Basic Materials","Agricultural Inputs","USA",597.77,32.93,20.12,-0.89%,293619
389,"AVDE","Avantis International Equity ETF","Financial","Exchange Traded Fund","USA",,,60.75,0.40%,119726
390,"AVDL","Avadel Pharmaceuticals plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",409.80,,6.98,-4.77%,486791
391,"AVDV","Avantis International Small Cap Value ETF","Financial","Exchange Traded Fund","USA",,,63.55,0.78%,105029
392,"AVDX","AvidXchange Holdings, Inc.","Technology","Software - Infrastructure","USA",1580.49,,7.88,-1.01%,993460
393,"AVEM","Avantis Emerging Markets Equity ETF","Financial","Exchange Traded Fund","USA",,,59.27,-0.83%,196500
394,"AVEO","AVEO Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",196.48,,5.70,-3.88%,309430
395,"AVGO","Broadcom Inc.","Technology","Semiconductors","USA",253497.50,35.82,628.87,0.39%,1453636
396,"AVID","Avid Technology, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",1567.09,39.78,35.64,-3.07%,401107
397,"AVIR","Atea Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",535.32,5.08,6.91,-5.08%,508724
398,"AVK","Advent Convertible and Income Fund","Financial","Closed-End Fund - Debt","USA",537.90,2.84,15.58,-0.32%,68701
399,"AVLR","Avalara, Inc.","Technology","Software - Application","USA",7922.32,,96.32,-4.61%,692369
400,"AVNS","Avanos Medical, Inc.","Healthcare","Medical Devices","USA",1583.65,372.02,33.11,1.81%,289308
